,statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,is_verified,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length,is_bot
12,23227,101,81,20,4,0,1,0,1961,11.844467108618051,0.051504334523202445,0.04130545639979602,0.010198878123406425,0.002039775624681285,1.2469135802469136,14,0,13,0,154,1
13,445,22,1,0,1,0,0,0,777,0.5727155727155727,0.028314028314028315,0.001287001287001287,0.0,0.001287001287001287,22.0,11,0,24,0,94,1
14,2513,19,0,0,4,1,1,0,1274,1.9725274725274726,0.014913657770800628,0.0,0.0,0.0031397174254317113,23524.0,14,0,17,0,95,1
15,19812,3274,9,35,29,0,0,0,1502,13.19041278295606,2.1797603195739015,0.005992010652463382,0.02330226364846871,0.019307589880159785,363.77777777777777,10,0,10,0,56,1
16,2505,8,24,2,1,0,0,0,931,2.690655209452202,0.008592910848549946,0.02577873254564984,0.0021482277121374865,0.0010741138560687433,0.3333333333333333,14,0,18,0,116,1
17,3267,436,1,5,5,0,0,0,947,3.449841605068638,0.4604012671594509,0.0010559662090813093,0.005279831045406547,0.005279831045406547,436.0,14,0,21,0,156,1
18,8462,36,3,2,2,0,0,0,1891,4.474881015335801,0.019037546271813855,0.0015864621893178213,0.0010576414595452142,0.0010576414595452142,12.0,7,0,7,0,66,1
19,9421,56,2,1,4,1,1,0,1264,7.453322784810126,0.04430379746835443,0.0015822784810126582,0.0007911392405063291,0.0031645569620253164,28.0,13,0,16,0,90,1
20,39977,9109,7,478,46,0,0,0,1319,30.308567096285064,6.905989385898408,0.00530705079605762,0.36239575435936316,0.034874905231235785,1301.2857142857142,14,0,14,0,47,1
21,4003,31,2,0,12,0,0,0,1154,3.468804159445407,0.026863084922010397,0.0017331022530329288,0.0,0.010398613518197574,15.5,10,0,9,0,0,1
22,6400,14,1,0,0,1,1,0,1024,6.25,0.013671875,0.0009765625,0.0,0.0,14.0,13,0,14,0,59,1
23,345,14,8,4,4,0,0,0,1256,0.2746815286624204,0.011146496815286623,0.006369426751592357,0.0031847133757961785,0.0031847133757961785,1.75,12,0,19,0,152,1
24,3690,257,4,111,15,0,0,0,1470,2.510204081632653,0.17482993197278912,0.0027210884353741495,0.07551020408163266,0.01020408163265306,64.25,9,0,4,0,110,1
25,3444,240,227,1,18,0,0,0,2168,1.588560885608856,0.11070110701107011,0.10470479704797048,0.00046125461254612545,0.008302583025830259,1.0572687224669604,14,0,16,0,137,1
26,581,1760,0,0,36,0,0,0,1026,0.5662768031189084,1.7153996101364521,0.0,0.0,0.03508771929824561,23524.0,15,0,36,0,139,1
27,2543,1,2,3,2,0,0,0,997,2.5506519558676026,0.0010030090270812437,0.0020060180541624875,0.003009027081243731,0.0020060180541624875,0.5,10,0,12,0,84,1
28,9882,115,0,0,14,0,0,0,1912,5.168410041841004,0.06014644351464435,0.0,0.0,0.007322175732217573,23524.0,9,0,8,0,87,1
29,8460,25,0,0,2,0,0,0,1388,6.095100864553314,0.018011527377521614,0.0,0.0,0.001440922190201729,23524.0,13,0,14,0,53,1
30,215353,26,3,0,5,1,1,0,2215,97.22483069977427,0.011738148984198645,0.0013544018058690745,0.0,0.002257336343115124,8.666666666666666,9,0,13,0,0,1
31,754,419,3,1,7,1,1,0,1576,0.4784263959390863,0.26586294416243655,0.0019035532994923859,0.0006345177664974619,0.004441624365482234,139.66666666666666,9,0,15,0,70,1
32,5624,9,0,1,4,1,1,0,1356,4.147492625368732,0.00663716814159292,0.0,0.0007374631268436578,0.0029498525073746312,23524.0,15,0,12,0,108,1
33,1076,141,24,6,5,0,0,0,888,1.2117117117117118,0.15878378378378377,0.02702702702702703,0.006756756756756757,0.00563063063063063,5.875,12,0,21,0,138,1
34,30813,53,10,12,5,1,1,0,1966,15.672939979654121,0.02695829094608342,0.00508646998982706,0.006103763987792472,0.00254323499491353,5.3,12,0,12,0,22,1
35,8537,89,2,22,5,0,0,0,1391,6.137311286843997,0.06398274622573688,0.0014378145219266715,0.015815959741193385,0.0035945363048166786,44.5,12,0,12,0,122,1
36,6685,5,0,0,3,1,1,0,1517,4.406723796967699,0.0032959789057350032,0.0,0.0,0.001977587343441002,23524.0,15,0,15,0,27,1
37,33101,11553,0,0,327,0,0,0,2129,15.547674964772193,5.426491310474401,0.0,0.0,0.15359323626115548,23524.0,15,0,15,0,71,1
38,7415,121,264,136,7,0,0,0,1516,4.891160949868074,0.07981530343007916,0.1741424802110818,0.08970976253298153,0.004617414248021108,0.4583333333333333,7,0,32,0,119,1
39,241,63,0,9,2,1,1,0,1015,0.2374384236453202,0.06206896551724138,0.0,0.008866995073891626,0.0019704433497536944,23524.0,9,0,14,0,160,1
40,3540,2060,8,0,12,1,1,0,1518,2.3320158102766797,1.3570487483530962,0.005270092226613966,0.0,0.007905138339920948,257.5,12,0,12,0,160,1
41,20463,80,5,813,2,0,0,0,1702,12.022914218566392,0.04700352526439483,0.002937720329024677,0.47767332549941244,0.0011750881316098707,16.0,11,1,16,1,112,1
42,3073,11,0,1,2,0,0,0,2617,1.1742453190676347,0.004203286205578907,0.0,0.00038211692777990065,0.0007642338555598013,23524.0,11,1,16,1,77,1
43,21498,11,1,0,5,1,1,0,1578,13.623574144486692,0.00697084917617237,0.0006337135614702154,0.0,0.0031685678073510772,11.0,12,0,20,0,159,1
44,18069,9,3,0,2,0,0,0,1435,12.59163763066202,0.0062717770034843206,0.0020905923344947735,0.0,0.0013937282229965157,3.0,12,0,13,0,137,1
45,11681,3177,1,0,178,0,0,0,2161,5.405367885238316,1.4701527070800555,0.00046274872744099955,0.0,0.08236927348449792,3177.0,14,0,14,0,80,1
46,17828,13,2,0,3,1,1,0,1055,16.89857819905213,0.012322274881516588,0.0018957345971563982,0.0,0.002843601895734597,6.5,9,0,9,0,110,1
47,13773,338,1,0,31,0,1,0,2736,5.0339912280701755,0.12353801169590643,0.0003654970760233918,0.0,0.011330409356725146,338.0,7,0,19,0,94,1
48,14006,39,15,15,3,0,0,0,1337,10.475691847419595,0.02916978309648467,0.011219147344801795,0.011219147344801795,0.002243829468960359,2.6,12,0,29,0,159,1
49,44386,43,0,1,7,0,0,0,2029,21.87580088713652,0.021192705766387383,0.0,0.0004928536224741252,0.0034499753573188764,23524.0,15,0,16,0,99,1
50,38659,30,4,6,10,0,0,0,1539,25.119558154645873,0.01949317738791423,0.002599090318388564,0.003898635477582846,0.00649772579597141,7.5,10,1,15,1,114,1
51,44123,17861,0,0,360,1,1,0,1708,25.833138173302107,10.457259953161593,0.0,0.0,0.2107728337236534,23524.0,8,0,19,0,117,1
52,657,1127,0,0,38,0,0,0,1038,0.6329479768786127,1.0857418111753372,0.0,0.0,0.036608863198458574,23524.0,13,0,33,0,14,1
53,19777,595,9,7,7,1,1,0,1506,13.132138114209827,0.3950863213811421,0.00597609561752988,0.004648074369189907,0.004648074369189907,66.11111111111111,14,0,18,0,76,1
54,321,161,0,0,3,0,0,0,1019,0.3150147203140334,0.15799803729146222,0.0,0.0,0.002944062806673209,23524.0,13,0,13,0,134,1
55,2254,4,10,11,1,1,1,0,863,2.611819235225956,0.004634994206257242,0.011587485515643106,0.012746234067207415,0.0011587485515643105,0.4,10,1,9,0,75,1
56,17837,2189,3061,18,22,1,1,0,2509,7.109206855320845,0.8724591470705461,1.220007971303308,0.007174172977281785,0.00876843363889996,0.715125775890232,14,0,7,0,0,1
57,5265,20,0,5,8,1,1,0,1382,3.8096960926193923,0.01447178002894356,0.0,0.00361794500723589,0.005788712011577424,23524.0,12,0,14,0,24,1
58,591797,7,2,45,3,0,0,0,1294,457.33925811437405,0.005409582689335394,0.0015455950540958269,0.0347758887171561,0.00231839258114374,3.5,10,2,7,2,96,1
59,161,44,0,1,4,1,1,0,1075,0.14976744186046512,0.04093023255813953,0.0,0.0009302325581395349,0.0037209302325581397,23524.0,6,3,8,3,126,1
60,3441,26,1,9,2,0,0,0,1570,2.19171974522293,0.016560509554140127,0.0006369426751592356,0.005732484076433121,0.0012738853503184713,26.0,13,0,17,0,72,1
61,23872,24,0,2,1,1,1,0,946,25.234672304439748,0.02536997885835095,0.0,0.0021141649048625794,0.0010570824524312897,23524.0,15,2,19,4,60,1
62,18209,4,2,0,2,0,0,0,1440,12.645138888888889,0.002777777777777778,0.001388888888888889,0.0,0.001388888888888889,2.0,15,0,12,0,27,1
63,1549,57,1,0,8,0,0,0,1244,1.245176848874598,0.04581993569131833,0.0008038585209003215,0.0,0.006430868167202572,57.0,9,0,14,0,107,1
64,1598,1407,9,54,20,0,0,0,975,1.638974358974359,1.4430769230769231,0.009230769230769232,0.055384615384615386,0.020512820512820513,156.33333333333334,14,0,24,0,136,1
65,4423,574,0,1,28,1,1,0,2248,1.967526690391459,0.25533807829181493,0.0,0.00044483985765124553,0.012455516014234875,23524.0,14,0,17,0,53,1
66,11243,4869,3,9,233,0,0,0,1995,5.635588972431077,2.4406015037593987,0.0015037593984962407,0.004511278195488722,0.11679197994987468,1623.0,12,1,12,1,136,1
67,18081,197,52,13,26,0,0,0,2259,8.00398406374502,0.08720672864099159,0.023019034971226208,0.005754758742806552,0.011509517485613104,3.7884615384615383,9,0,9,0,97,1
68,2346,20,1,1,7,1,1,0,1135,2.0669603524229077,0.01762114537444934,0.000881057268722467,0.000881057268722467,0.006167400881057269,20.0,14,0,19,0,65,1
69,4376,49,23,12,3,0,0,0,1240,3.529032258064516,0.03951612903225806,0.018548387096774192,0.00967741935483871,0.0024193548387096775,2.130434782608696,15,0,26,0,80,1
70,14961,1101,0,0,76,1,1,0,1306,11.455589586523736,0.8430321592649311,0.0,0.0,0.05819295558958652,23524.0,9,0,10,0,123,1
71,3299,62,3,1,1,0,0,0,1492,2.21112600536193,0.04155495978552279,0.0020107238605898124,0.0006702412868632708,0.0006702412868632708,20.666666666666668,13,0,15,0,158,1
72,42010,620,0,0,50,0,0,0,1801,23.325930038867295,0.3442531926707385,0.0,0.0,0.0277623542476402,23524.0,6,0,6,0,24,1
73,56622,48,0,1,13,0,0,0,1986,28.51057401812689,0.02416918429003021,0.0,0.0005035246727089627,0.006545820745216516,23524.0,9,0,14,0,148,1
74,4855,9283,1,0,359,1,1,0,1897,2.559304164470216,4.893516078017923,0.0005271481286241434,0.0,0.18924617817606748,9283.0,14,0,12,0,60,1
75,1006,4,1,0,1,1,1,0,1079,0.9323447636700649,0.0037071362372567192,0.0009267840593141798,0.0,0.0009267840593141798,4.0,15,0,10,0,124,1
76,5851,134,7,28,1,0,0,0,1352,4.327662721893491,0.09911242603550297,0.005177514792899409,0.020710059171597635,0.0007396449704142012,19.142857142857142,15,0,16,0,160,1
77,28977,33,0,0,18,1,1,0,1890,15.331746031746032,0.01746031746031746,0.0,0.0,0.009523809523809525,23524.0,12,0,17,0,92,1
78,27038,77,1,0,20,0,0,0,2185,12.37437070938215,0.035240274599542334,0.0004576659038901602,0.0,0.009153318077803204,77.0,9,0,10,0,80,1
79,3307,898,17,0,33,0,0,0,1341,2.46607009694258,0.6696495152870992,0.01267710663683818,0.0,0.024608501118568233,52.8235294117647,11,0,7,0,148,1
80,1972,11,45,8,3,0,0,0,1402,1.406562054208274,0.007845934379457917,0.03209700427960057,0.005706134094151213,0.0021398002853067048,0.24444444444444444,15,0,19,0,147,1
81,878,18,0,2,12,1,1,0,1618,0.5426452410383189,0.011124845488257108,0.0,0.0012360939431396785,0.007416563658838072,23524.0,13,0,19,0,156,1
82,28404,435,0,0,27,0,0,0,2188,12.981718464351005,0.19881170018281535,0.0,0.0,0.012340036563071298,23524.0,12,0,11,0,83,1
83,767,35,7,118,11,0,0,0,2146,0.3574091332712022,0.016309412861136997,0.0032618825722274,0.05498602050326188,0.005125815470643057,5.0,15,0,18,0,67,1
84,9963,256,1,8,22,1,1,0,1923,5.180967238689548,0.13312532501300053,0.0005200208008320333,0.004160166406656267,0.011440457618304731,256.0,14,0,15,0,47,1
85,2656,8,1,0,2,0,0,0,1289,2.0605120248254463,0.0062063615205585725,0.0007757951900698216,0.0,0.0015515903801396431,8.0,6,0,14,0,16,1
86,6039,155,23,11,37,0,0,0,1500,4.026,0.10333333333333333,0.015333333333333332,0.007333333333333333,0.024666666666666667,6.739130434782608,12,0,13,0,79,1
87,4886,15541,59,45,371,0,1,0,2027,2.410458806117415,7.6669955599407995,0.029107054760730142,0.02220029600394672,0.18302910705476072,263.40677966101697,11,0,13,0,136,1
88,17486,226,3,98,23,0,0,0,1418,12.331452750352609,0.15937940761636107,0.0021156558533145277,0.0691114245416079,0.01622002820874471,75.33333333333333,8,0,7,0,134,1
89,105,18,2,0,1,1,1,0,741,0.1417004048582996,0.024291497975708502,0.002699055330634278,0.0,0.001349527665317139,9.0,12,0,15,0,160,1
90,3812,31,0,1,5,0,0,0,1777,2.14518851997749,0.017445132245357344,0.0,0.0005627462014631402,0.0028137310073157004,23524.0,13,0,18,0,87,1
91,9092,19,1,2,8,0,0,0,1340,6.785074626865671,0.014179104477611941,0.0007462686567164179,0.0014925373134328358,0.005970149253731343,19.0,6,0,18,0,51,1
92,1074,2174,0,47,72,0,0,0,1833,0.5859247135842881,1.1860338243316966,0.0,0.02564102564102564,0.03927986906710311,23524.0,9,0,9,0,109,1
93,31079,763,390,67,23,0,0,0,1976,15.728238866396762,0.3861336032388664,0.19736842105263158,0.03390688259109312,0.011639676113360324,1.9564102564102563,15,0,19,0,39,1
94,33063,446,1018,2186,30,0,0,0,1532,21.58159268929504,0.29112271540469975,0.664490861618799,1.426892950391645,0.0195822454308094,0.4381139489194499,15,0,16,0,98,1
95,7164,54,1,0,12,0,1,0,1964,3.6476578411405294,0.0274949083503055,0.0005091649694501018,0.0,0.006109979633401222,54.0,9,0,9,0,65,1
96,5557,21,3,0,3,0,0,0,1397,3.9778095919828202,0.015032211882605583,0.0021474588403722263,0.0,0.0021474588403722263,7.0,12,0,9,0,128,1
97,14399,134712,4876,363,1949,0,1,0,2473,5.822482814395471,54.47310958350182,1.971694298422968,0.14678528103517993,0.7881116053376466,27.627563576702215,15,0,1,0,65,1
98,3861,87,2,3221,0,1,1,0,1791,2.1557788944723617,0.048576214405360134,0.0011166945840312675,1.7984366275823562,0.0,43.5,12,0,12,0,43,1
99,398,108,0,253,3,0,0,0,1086,0.3664825046040516,0.09944751381215469,0.0,0.23296500920810312,0.0027624309392265192,23524.0,10,0,9,0,82,1
100,4246,85,2,0,9,0,0,0,1048,4.051526717557252,0.08110687022900763,0.0019083969465648854,0.0,0.008587786259541985,42.5,14,0,21,0,88,1
101,5956,686,1,21,39,0,0,0,1974,3.017223910840932,0.3475177304964539,0.0005065856129685917,0.010638297872340425,0.019756838905775075,686.0,13,0,13,0,158,1
102,1260,7,1,0,2,1,1,0,1147,1.098517872711421,0.006102877070619006,0.0008718395815170009,0.0,0.0017436791630340018,7.0,15,0,15,0,131,1
103,18490,18,0,1,6,1,1,0,1461,12.655715263518138,0.012320328542094456,0.0,0.0006844626967830253,0.004106776180698152,23524.0,15,0,17,0,102,1
104,3443,333,5,2,11,1,1,0,1544,2.229922279792746,0.21567357512953367,0.003238341968911917,0.0012953367875647669,0.007124352331606218,66.6,10,0,17,0,148,1
105,6765,20995,4,0,343,1,1,0,1526,4.433158584534731,13.758191349934469,0.002621231979030144,0.0,0.22477064220183487,5248.75,13,0,14,0,144,1
106,5498,5447,3,11,105,1,1,0,1360,4.04264705882353,4.005147058823529,0.0022058823529411764,0.008088235294117648,0.07720588235294118,1815.6666666666667,11,0,14,0,157,1
107,5078,92,1,2,3,1,1,0,954,5.322851153039832,0.09643605870020965,0.0010482180293501049,0.0020964360587002098,0.0031446540880503146,92.0,14,0,19,0,143,1
108,20806,49,1,0,11,1,1,0,2483,8.379379782521143,0.01973419250906162,0.0004027386226339106,0.0,0.004430124848973017,49.0,14,0,14,0,54,1
109,141273,2650,3968,92379,87,1,1,0,2149,65.73894834806887,1.2331316891577477,1.8464402047463937,42.986970684039086,0.04048394602140531,0.6678427419354839,6,0,9,0,143,1
110,25525,11,0,0,3,1,1,0,1260,20.25793650793651,0.00873015873015873,0.0,0.0,0.002380952380952381,23524.0,13,0,16,0,0,1
111,949,27,2,0,5,0,0,0,912,1.0405701754385965,0.029605263157894735,0.0021929824561403508,0.0,0.005482456140350877,13.5,15,0,24,0,145,1
112,23930,11,0,0,11,1,1,0,1688,14.17654028436019,0.006516587677725118,0.0,0.0,0.006516587677725118,23524.0,15,0,20,0,125,1
113,13387,863,0,15,110,0,0,0,2012,6.653578528827038,0.4289264413518887,0.0,0.007455268389662028,0.05467196819085487,23524.0,12,0,12,0,61,1
114,6488,805,18,0,17,1,1,0,1430,4.537062937062937,0.5629370629370629,0.012587412587412588,0.0,0.011888111888111888,44.72222222222222,10,0,10,0,144,1
115,2747,10,0,0,3,1,1,0,1022,2.687866927592955,0.009784735812133072,0.0,0.0,0.0029354207436399216,23524.0,15,0,21,0,47,1
116,3486,13,4,0,2,0,0,0,1555,2.2418006430868167,0.008360128617363344,0.002572347266881029,0.0,0.0012861736334405145,3.25,13,0,14,0,65,1
117,7158,32,1,0,9,1,1,0,1579,4.53324889170361,0.02026599113362888,0.0006333122229259025,0.0,0.005699810006333122,32.0,15,0,20,0,75,1
118,3739,18144,2,0,203,0,0,0,1514,2.4696169088507265,11.984147952443857,0.001321003963011889,0.0,0.13408190224570674,9072.0,11,0,18,0,136,1
119,10640,243,0,0,16,0,0,0,2007,5.301444942700548,0.1210762331838565,0.0,0.0,0.007972097658196313,23524.0,14,0,19,0,121,1
120,175,6,0,0,0,0,0,0,850,0.20588235294117646,0.007058823529411765,0.0,0.0,0.0,23524.0,15,0,18,0,62,1
121,250327,21,0,0,18,1,1,0,2416,103.61216887417218,0.00869205298013245,0.0,0.0,0.0074503311258278145,23524.0,9,0,7,0,118,1
122,409,32,11,0,2,1,1,0,807,0.506815365551425,0.03965303593556382,0.013630731102850062,0.0,0.0024783147459727386,2.909090909090909,14,0,14,0,61,1
123,1326,6,7,0,0,0,0,0,1017,1.303834808259587,0.0058997050147492625,0.00688298918387414,0.0,0.0,0.8571428571428571,13,0,16,0,54,1
124,5912,70,0,0,2,0,0,0,1434,4.122733612273361,0.04881450488145049,0.0,0.0,0.001394700139470014,23524.0,12,0,13,0,105,1
125,1763,5,0,0,1,1,1,0,1252,1.40814696485623,0.003993610223642172,0.0,0.0,0.0007987220447284345,23524.0,15,0,20,0,0,1
126,56809,2150,1,4,29,0,0,0,1866,30.444265809217576,1.152197213290461,0.0005359056806002144,0.0021436227224008574,0.015541264737406217,2150.0,13,0,18,0,130,1
127,1723,483,2,0,6,0,0,0,1518,1.135046113306983,0.3181818181818182,0.0013175230566534915,0.0,0.003952569169960474,241.5,12,0,13,0,137,1
128,3209,22,2,45,8,0,0,0,1074,2.9878957169459963,0.020484171322160148,0.00186219739292365,0.04189944134078212,0.0074487895716946,11.0,11,0,11,0,117,1
129,37384,123,2,35,16,0,0,0,2146,17.42031686859273,0.057315936626281455,0.0009319664492078285,0.016309412861136997,0.007455731593662628,61.5,9,0,18,0,30,1
130,13547,1080,1,18,120,0,0,0,2003,6.763354967548677,0.5391912131802297,0.0004992511233150275,0.008986520219670495,0.05991013479780329,1080.0,11,0,12,0,28,1
131,5249,112,0,0,11,0,0,0,1342,3.9113263785394934,0.08345752608047691,0.0,0.0,0.00819672131147541,23524.0,11,0,11,0,110,1
132,31796,2554,0,13,112,0,0,0,2015,15.779652605459058,1.2674937965260547,0.0,0.0064516129032258064,0.055583126550868486,23524.0,8,1,7,0,75,1
133,10823,1589,9,10,12,0,0,0,1504,7.196143617021277,1.0565159574468086,0.005984042553191489,0.006648936170212766,0.007978723404255319,176.55555555555554,14,0,17,0,38,1
134,8631,106,10,1,7,0,1,0,2564,3.3662246489859595,0.041341653666146644,0.0039001560062402497,0.000390015600624025,0.002730109204368175,10.6,9,0,11,0,39,1
135,1352,2887,1,2581,40,0,1,0,1831,0.738394320043692,1.5767340251228836,0.0005461496450027307,1.409612233752048,0.02184598580010923,2887.0,15,0,17,0,60,1
136,31651,3890,2,4,196,0,0,0,2004,15.793912175648703,1.941117764471058,0.000998003992015968,0.001996007984031936,0.09780439121756487,1945.0,14,0,17,0,137,1
137,2853,28,3,14,14,0,0,0,2147,1.328830926874709,0.01304145319049837,0.0013972985561248254,0.006520726595249185,0.006520726595249185,9.333333333333334,12,0,11,0,106,1
138,8765,792,4,0,13,0,0,0,1840,4.763586956521739,0.43043478260869567,0.002173913043478261,0.0,0.007065217391304348,198.0,14,0,19,0,67,1
139,4609,636,1,12,22,0,0,0,2222,2.0742574257425743,0.28622862286228623,0.00045004500450045,0.0054005400540054005,0.009900990099009901,636.0,9,0,7,1,58,1
140,1514,79,22,3,12,0,0,0,1367,1.107534747622531,0.05779078273591807,0.016093635698610095,0.0021945866861741038,0.008778346744696415,3.590909090909091,10,1,10,1,122,1
141,102,158,0,0,37,0,1,0,2456,0.041530944625407164,0.06433224755700326,0.0,0.0,0.01506514657980456,23524.0,14,3,10,0,156,1
142,6085,37,13,2,2,0,0,0,1102,5.521778584392014,0.03357531760435572,0.011796733212341199,0.0018148820326678765,0.0018148820326678765,2.8461538461538463,9,0,8,0,159,1
143,8430,646,11,0,79,1,1,0,2313,3.6446173800259403,0.27929096411586685,0.004755728491137051,0.0,0.03415477734543882,58.72727272727273,13,0,19,0,102,1
144,532439,1474,54,9,95,1,1,0,3052,174.45576671035386,0.4829619921363041,0.017693315858453473,0.002948885976408912,0.031127129750982963,27.296296296296298,14,1,18,1,103,1
145,15572,716,1,0,44,0,0,0,2126,7.3245531514581375,0.3367826904985889,0.00047036688617121356,0.0,0.020696142991533398,716.0,7,0,8,0,153,1
146,1218,82,2,1,2,0,0,0,1290,0.9441860465116279,0.06356589147286822,0.0015503875968992248,0.0007751937984496124,0.0015503875968992248,41.0,10,0,11,0,65,1
147,2123,1258,1,5,10,1,1,0,1386,1.5317460317460319,0.9076479076479076,0.0007215007215007215,0.0036075036075036075,0.007215007215007215,1258.0,15,0,16,0,159,1
148,495,485,1,0,7,0,0,0,807,0.6133828996282528,0.6009913258983891,0.0012391573729863693,0.0,0.008674101610904586,485.0,12,0,5,0,12,1
149,176,3,0,0,1,1,1,0,1265,0.1391304347826087,0.0023715415019762848,0.0,0.0,0.0007905138339920949,23524.0,14,0,4,0,128,1
150,8396,6571,7,95,319,1,1,0,1859,4.516406670252824,3.534696073157612,0.0037654653039268424,0.05110274341043572,0.17159763313609466,938.7142857142857,11,0,14,0,132,1
151,9044,9,0,0,3,1,1,0,1158,7.810017271157167,0.007772020725388601,0.0,0.0,0.0025906735751295338,23524.0,10,0,26,0,0,1
152,8014,19,0,0,2,0,0,0,1691,4.739207569485512,0.011235955056179775,0.0,0.0,0.0011827321111768185,23524.0,13,0,20,0,27,1
153,3138,104,1,2,11,0,0,0,1202,2.610648918469218,0.08652246256239601,0.0008319467554076539,0.0016638935108153079,0.009151414309484194,104.0,9,0,11,0,67,1
154,1173,39,2,0,6,1,1,0,1548,0.7577519379844961,0.025193798449612403,0.0012919896640826874,0.0,0.003875968992248062,19.5,12,0,13,0,102,1
155,1360,11,0,0,1,0,0,0,860,1.5813953488372092,0.012790697674418604,0.0,0.0,0.0011627906976744186,23524.0,15,0,18,0,141,1
156,5204,3413,1,0,179,0,0,0,2019,2.5775136206042597,1.6904408122833086,0.0004952947003467063,0.0,0.08865775136206043,3413.0,11,0,13,0,141,1
157,10335,2524,4,0,21,1,1,0,1072,9.640858208955224,2.3544776119402986,0.0037313432835820895,0.0,0.01958955223880597,631.0,14,0,16,0,117,1
158,21889,20988,29,0,632,0,0,0,2488,8.79782958199357,8.435691318327974,0.011655948553054662,0.0,0.2540192926045016,723.7241379310345,8,0,8,0,84,1
159,1700,34,0,0,1,1,1,0,1267,1.3417521704814523,0.026835043409629045,0.0,0.0,0.0007892659826361484,23524.0,9,0,9,0,75,1
160,2439,78,2,1,7,1,1,0,1111,2.1953195319531953,0.0702070207020702,0.0018001800180018,0.0009000900090009,0.0063006300630063005,39.0,15,0,15,0,125,1
161,2097,45,2,6,0,1,1,0,941,2.228480340063762,0.04782146652497343,0.0021253985122210413,0.006376195536663124,0.0,22.5,14,0,14,0,40,1
162,246,13,0,0,0,1,1,0,917,0.2682660850599782,0.014176663031624863,0.0,0.0,0.0,23524.0,10,0,12,0,139,1
163,15624,20,47,29,3,1,1,0,1183,13.207100591715976,0.0169061707523246,0.039729501267962805,0.024513947590870666,0.00253592561284869,0.425531914893617,14,0,11,0,31,1
164,2493,3291,8,137,156,0,0,0,2117,1.177609825224374,1.5545583372697214,0.003778932451582428,0.06471421823334908,0.07368918280585735,411.375,14,0,19,0,127,1
165,1391,10,0,0,6,0,0,0,1385,1.004332129963899,0.007220216606498195,0.0,0.0,0.004332129963898917,23524.0,12,0,20,1,80,1
166,82,243,46,1,15,0,1,0,2261,0.0362671384343211,0.10747456877487838,0.020344980097302078,0.0004422821760283061,0.006634232640424591,5.282608695652174,12,0,20,0,32,1
167,15210,26,8,1,0,1,1,0,1317,11.548974943052391,0.019741837509491267,0.006074411541381929,0.0007593014426727411,0.0,3.25,10,0,10,0,134,1
168,109386,26,4,830,4,1,1,0,1655,66.09425981873112,0.01570996978851964,0.002416918429003021,0.5015105740181269,0.002416918429003021,6.5,13,0,13,0,30,1
