,statuses_count,followers_count,friends_count,favourites_count,listed_count,is_default_profile,is_profile_use_background_image,is_verified,user_age,tweets_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,length_of_name,num_digits_in_name,description_length,is_bot
37,3322,14487,360,687,572,0,1,0,4453,0.7460139231978441,3.253312373680665,0.08084437457893555,0.15427801482146866,0.12845272849764203,40.24166666666667,11,0,12,0,101,0
38,11350,555864,140,2249,573,0,1,0,3706,3.0626011872638963,149.99028602266594,0.037776578521316787,0.6068537506745818,0.15461413923367512,3970.457142857143,12,0,8,0,138,0
39,177522,229369,84253,22601,2617,0,1,0,3911,45.39043722833035,58.64714906673485,21.542572232165686,5.778828944004091,0.6691383277934032,2.722383772684652,12,0,16,0,0,0
40,11951,18405,8956,3402,659,0,1,0,4092,2.920576735092864,4.497800586510264,2.188660801564027,0.8313782991202346,0.16104594330400782,2.0550468959356856,15,0,20,0,61,0
41,13,30889,1127,1013,119,0,1,1,4278,0.0030388031790556337,7.220430107526882,0.26344086021505375,0.2367928938756428,0.027816736792893877,27.408163265306122,15,0,11,0,21,0
42,8630,301649,1049,523,1281,0,1,1,4377,1.9716700936714644,68.91683801690655,0.23966186885994975,0.1194882339501942,0.29266620973269364,287.558627264061,11,0,12,0,23,0
43,2838,16684,146,4760,64,1,1,0,3591,0.7903091060985797,4.6460595934280144,0.04065719855193539,1.3255360623781676,0.017822333611807295,114.27397260273973,13,0,14,0,138,0
44,19225,2369347,3480,5455,6003,0,1,1,4384,4.385264598540146,540.4532390510949,0.7937956204379562,1.2442974452554745,1.3692974452554745,680.8468390804597,14,0,15,0,145,0
45,833,1221761,36,149,241,1,1,1,1885,0.44190981432360743,648.1490716180372,0.01909814323607427,0.07904509283819629,0.12785145888594165,33937.805555555555,10,0,10,0,69,0
46,36685,435174,142,9212,511,1,1,0,3563,10.296098793151838,122.13696323323042,0.039854055571147906,2.5854616895874263,0.14341846758349705,3064.605633802817,11,0,11,0,0,0
47,61978,282140,489,147,814,0,1,0,4244,14.603675777568332,66.47973609802074,0.11522148916116871,0.03463713477851084,0.19180018850141375,576.9734151329243,15,0,7,0,145,0
48,27667,5294949,590,45,7262,0,1,1,3828,7.227533960292581,1383.2155172413793,0.15412748171368862,0.011755485893416929,1.8970741901776385,8974.489830508475,15,0,16,0,81,0
49,10635,20955599,707,149,18164,0,1,1,4704,2.260841836734694,4454.846726190476,0.15029761904761904,0.03167517006802721,3.8613945578231292,29640.168316831685,12,0,13,0,137,0
50,747,1145262,712,37,991,0,1,0,4148,0.1800867888138862,276.0998071359691,0.171648987463838,0.008919961427193828,0.23891031822565093,1608.5140449438202,14,0,20,0,107,0
51,435455,567343,1804,101,2111,0,1,0,3791,114.86547085201794,149.6552360854656,0.4758638881561593,0.02664204695331047,0.5568451595884991,314.4916851441242,11,0,15,0,129,0
52,582,430131,308,1939,947,0,1,1,4499,0.12936208046232497,95.60591242498333,0.06845965770171149,0.4309846632585019,0.21049122027117137,1396.5292207792209,9,0,11,0,19,0
53,9205,216056,894,3495,311,0,1,1,4219,2.1817966342735247,51.210239393221144,0.2118985541597535,0.8283953543493718,0.07371415027257644,241.67337807606265,13,0,14,0,148,0
54,1765,1261650,449,923,2836,1,1,1,2994,0.5895123580494323,421.39278557114227,0.14996659986639946,0.30828323313293254,0.9472277889111557,2809.910913140312,13,1,19,1,130,0
55,23403,3862006,456,83,2302,0,1,1,4287,5.459062281315605,900.864473991136,0.10636808957312806,0.019360858409143925,0.5369722416608351,8469.311403508771,12,0,13,0,152,0
56,1793,487915,105,207,14,1,1,0,2193,0.8176014591883265,222.4874601003192,0.047879616963064295,0.09439124487004104,0.006383948928408573,4646.809523809524,14,0,9,0,149,0
57,5471,628013,622,4000,1495,0,1,1,3165,1.7285939968404422,198.42432859399685,0.19652448657187993,1.263823064770932,0.47235387045813587,1009.6672025723473,9,0,10,0,127,0
58,1706,1602142,51,6,2875,0,1,1,3604,0.4733629300776915,444.5455049944506,0.014150943396226415,0.001664816870144284,0.7977247502774695,31414.549019607843,15,0,19,0,104,0
59,30224,1122628,1123,2769,3231,0,1,1,4513,6.6970972745402175,248.7542654553512,0.2488366939951252,0.6135608242853977,0.7159317527143807,999.6687444345503,15,0,12,0,24,0
60,13618,46165,1179,1951,319,0,1,0,4245,3.208009422850412,10.87514723203769,0.2777385159010601,0.4595995288574794,0.0751472320376914,39.15606446140797,10,0,17,0,99,0
61,28092,154262,245,14666,1993,0,1,1,2962,9.48413234301148,52.080351114112084,0.08271438217420661,4.951384199864956,0.6728561782579339,629.6408163265306,11,0,5,0,39,0
62,20957,1575016,314,53,1083,0,1,0,4258,4.921794269610146,369.8957256928135,0.07374354156881165,0.012447158290277125,0.25434476279943635,5015.974522292993,9,2,12,0,0,0
63,29391,935025,702,1933,3223,0,1,0,4262,6.8960581886438295,219.38643829188175,0.1647114030971375,0.45354293758798686,0.7562177381511027,1331.9444444444443,15,0,5,0,26,0
64,7818,5011,1794,4371,38,1,1,1,3254,2.402581438229871,1.5399508297480025,0.551321450522434,1.3432698217578365,0.011677934849416103,2.7931995540691195,15,0,16,0,82,0
65,11564,10040592,586,2,3808,0,1,1,4149,2.787177633164618,2420.002892263196,0.14123885273559894,0.00048204386599180526,0.9178115208483972,17134.116040955632,14,0,5,0,65,0
66,359,3034811,1,0,11052,0,0,0,3940,0.09111675126903554,770.2565989847716,0.0002538071065989848,0.0,2.8050761421319796,3034811.0,13,0,10,0,0,0
67,1655,1573869,90,0,9030,1,1,1,3349,0.4941773663780233,469.9519259480442,0.026873693639892504,0.0,2.696327261869215,17487.433333333334,14,2,3,0,2,0
68,2882,120032,33,1733,1097,0,1,0,3618,0.7965726920950802,33.176340519624105,0.00912106135986733,0.47899391929242674,0.30320619126589277,3637.3333333333335,13,0,16,0,79,0
69,150,1188101,61,14,529,0,1,1,3627,0.0413564929693962,327.57127102288393,0.016818307140887785,0.0038599393438103115,0.1458505652054039,19477.06557377049,14,0,15,0,95,0
70,30853,1202533,502,473,6474,0,1,1,4375,7.052114285714286,274.8646857142857,0.11474285714285715,0.10811428571428572,1.4797714285714285,2395.4840637450197,14,0,15,0,47,0
71,68049,259069,3959,1699,489,0,1,0,4925,13.817055837563451,52.60284263959391,0.8038578680203046,0.3449746192893401,0.09928934010152285,65.43798939126042,7,0,17,0,78,0
72,8317,2502126,48,130,4635,0,0,1,3736,2.2261777301927195,669.7339400428266,0.01284796573875803,0.034796573875803,1.2406316916488223,52127.625,11,0,20,0,34,0
73,5368,7468858,493,5228,3159,0,1,1,3705,1.4488529014844804,2015.8860998650473,0.13306342780026992,1.4110661268556006,0.8526315789473684,15149.813387423936,13,0,14,0,68,0
74,1497,107774,255,20,2045,0,1,1,4395,0.34061433447098977,24.521956769055745,0.05802047781569966,0.004550625711035267,0.4653014789533561,422.64313725490194,6,0,15,0,0,0
75,2099,989640,8,161,159,1,1,0,2639,0.7953770367563471,375.0056839712012,0.0030314513073133762,0.0610079575596817,0.06025009473285335,123705.0,9,0,10,0,0,0
76,12936,1206308,56939,938,5453,0,1,1,4169,3.1029023746701845,289.35188294555047,13.657711681458384,0.22499400335811945,1.3079875269848884,21.185970951369008,9,0,10,0,0,0
77,2448,855615,235,16,1376,0,1,0,4038,0.6062407132243685,211.89078751857355,0.05819712729073799,0.00396235760277365,0.34076275383853394,3640.9148936170213,11,4,19,2,60,0
78,1580,2278,565,1036,25,0,1,0,3251,0.4860043063672716,0.7007074746231928,0.17379267917563826,0.31867117809904644,0.007689941556444171,4.031858407079646,12,0,14,0,26,0
79,1739,1045480,21,27,15710,1,1,1,4029,0.43162074956564905,259.4887068751551,0.0052122114668652275,0.006701414743112435,3.8992305783072725,49784.76190476191,12,0,13,0,105,0
80,22793,1530093,241,37237,2542,0,1,1,3523,6.469770082316208,434.3153562304854,0.06840760715299461,10.569684927618507,0.7215441385183082,6348.933609958506,13,0,11,0,117,0
81,935,26868,33,440,156,0,1,1,3932,0.23779247202441506,6.8331637843336726,0.00839267548321465,0.11190233977619532,0.03967446592065107,814.1818181818181,8,0,9,0,12,0
82,12138,268754,96,300,419,0,1,0,4728,2.567258883248731,56.84306260575296,0.02030456852791878,0.06345177664974619,0.08862098138747886,2799.5208333333335,14,0,18,0,133,0
83,8352,283539,651,2128,1374,0,1,1,3470,2.4069164265129683,81.71152737752162,0.18760806916426512,0.6132564841498559,0.39596541786743517,435.5437788018433,15,0,13,0,157,0
84,11645,352890,343,3116,877,0,1,1,4266,2.7297233942803563,82.72151898734177,0.08040318799812471,0.7304266291608064,0.20557899671823723,1028.8338192419826,10,4,11,0,68,0
85,875,1434,2077,2797,48,1,1,0,5009,0.17468556598123378,0.28628468756238773,0.41465362347774004,0.558394889199441,0.009582751048113396,0.6904188733750601,10,0,10,0,99,0
86,5291,199998,36,12,314,0,1,1,3960,1.336111111111111,50.50454545454546,0.00909090909090909,0.0030303030303030303,0.07929292929292929,5555.5,8,0,19,0,110,0
87,5204,427149,513,272,1301,1,1,0,3353,1.5520429466149717,127.39308082314345,0.15299731583656426,0.0811213838353713,0.3880107366537429,832.6491228070175,7,0,15,0,11,0
88,2522,312103,234,8591,2975,0,1,1,4372,0.5768526989935956,71.38677950594693,0.0535224153705398,1.9650045745654163,0.6804666056724611,1333.7735042735044,8,0,9,0,159,0
89,12103,111187,235,2011,158,0,1,1,3885,3.1153153153153155,28.61956241956242,0.06048906048906049,0.5176319176319176,0.04066924066924067,473.13617021276593,13,0,14,0,159,0
90,27157,969838,1240,5462,2194,0,1,1,3993,6.801152016028049,242.88454795892812,0.3105434510393188,1.3678938141748058,0.5494615577260206,782.1274193548387,14,0,17,0,129,0
91,25636,773659,142,2277,6237,0,1,1,4349,5.894688434122787,177.89353874453897,0.032651184180271325,0.5235686364681535,1.4341227868475512,5448.302816901409,10,0,15,0,131,0
92,6534,27922,1170,3421,620,0,1,1,4441,1.4712902499437064,6.287322675073182,0.26345417698716506,0.770321999549651,0.13960819635217295,23.864957264957265,13,0,14,0,128,0
93,4095,59614,383,586,240,0,1,0,4048,1.0116106719367588,14.726778656126482,0.09461462450592885,0.14476284584980237,0.05928853754940711,155.65013054830288,14,0,15,0,41,0
94,30815,2576795,17957,600,11772,0,1,1,4496,6.8538701067615655,573.1305604982207,3.9939946619217084,0.13345195729537365,2.618327402135231,143.49807874366542,13,0,13,0,94,0
95,6928,1084143,2531,2125,1850,0,1,1,4138,1.6742387626872886,261.9968583856936,0.61164813919768,0.5135331077815369,0.4470758820686322,428.34571315685497,15,0,6,0,85,0
96,8277,1700297,886,0,3931,0,1,1,4737,1.7473084230525648,358.9396242347477,0.18703820983744987,0.0,0.8298501161072409,1919.071106094808,14,0,15,0,138,0
97,44297,2438725,1130,1663,21928,1,1,1,4481,9.88551662575318,544.2367775050212,0.2521758536041062,0.3711225172952466,4.893550546752957,2158.163716814159,9,0,10,0,107,0
98,142214,3153766,827,89,5070,0,1,1,3941,36.08576503425527,800.2451154529307,0.20984521695001268,0.022583100735853845,1.2864755138289774,3813.501813784764,14,0,20,0,158,0
99,19394,295361,614,7202,428,0,0,0,3647,5.3177954483136824,80.98738689333699,0.16835755415409925,1.9747737866739785,0.11735673156018646,481.04397394136805,14,0,13,0,41,0
100,65348,1224216,9269,55189,2055,0,1,1,3702,17.65207995678012,330.6904376012966,2.503781739600216,14.907887628309021,0.5551053484602917,132.0763836444061,12,0,18,0,132,0
101,2676,1165706,202,51,12653,0,1,1,4384,0.6104014598540146,265.9000912408759,0.04607664233576642,0.011633211678832116,2.88617700729927,5770.821782178218,10,0,15,0,36,0
102,13723,2185906,2260,581,5357,0,1,1,4414,3.108971454463072,495.22111463525147,0.5120072496601722,0.13162664250113276,1.2136384231989126,967.2150442477877,10,0,11,0,120,0
103,1569,935851,83,7,213,0,1,1,3278,0.47864551555826723,285.49450884685785,0.02532031726662599,0.0021354484441732766,0.06497864551555826,11275.313253012047,11,2,15,0,96,0
104,56546,441015,1563,210,6866,0,1,1,4442,12.729851418280054,99.28298063935165,0.35186852769022964,0.04727600180099054,1.545700135074291,282.15930902111324,12,0,15,0,147,0
105,8397,744504,1536,2105,1659,1,1,0,3906,2.1497695852534564,190.605222734255,0.3932411674347158,0.5389144905273937,0.42473118279569894,484.703125,7,0,18,0,32,0
106,375709,1642020,9124,1502,6083,0,1,1,4197,89.5184655706457,391.23659756969266,2.173933762211103,0.35787467238503695,1.449368596616631,179.96711968434897,12,0,4,0,19,0
107,12212,371230,195,1887,3779,0,0,1,4366,2.797068254695373,85.02748511223088,0.04466330737517178,0.4322033898305085,0.8655519926706368,1903.7435897435898,9,0,10,0,129,0
108,19648,211896,3697,2878,1513,0,1,1,4387,4.478687029860953,48.30088899019832,0.8427171187599727,0.6560291771142011,0.34488260770458173,57.31566134703814,9,0,6,0,80,0
109,6313,179651,582,4656,188,0,1,1,3709,1.7020760312752763,48.436505796710705,0.15691561067673226,1.2553248854138581,0.05068751685090321,308.6786941580756,14,0,13,0,146,0
110,8699,3528990,2463,313,4139,0,1,1,4091,2.1263749694451235,862.6228306037643,0.6020532877047177,0.07650941090197996,1.0117330725983866,1432.801461632156,14,0,6,0,28,0
111,4156,2833391,309,4,2632,0,1,1,4447,0.9345626264897684,637.1466156959748,0.06948504609849336,0.0008994827973914999,0.591859680683607,9169.550161812298,10,0,18,0,53,0
112,9106,1753561,145,1050,5444,0,1,1,3681,2.473784297745178,476.3816897582179,0.039391469709318123,0.2852485737571312,1.4789459386036403,12093.524137931034,9,2,4,0,146,0
113,11729,1143986,91,3780,3280,0,1,1,4319,2.7156749247510996,264.8728872424172,0.02106969205834684,0.8752025931928687,0.7594350544107432,12571.274725274725,9,0,7,0,157,0
114,4895,256351,791,207,476,1,1,0,3753,1.3042899014122036,68.30562216893152,0.21076472155608847,0.05515587529976019,0.12683186783906208,324.08470290771174,12,0,9,0,4,0
115,51521,2036768,81,2481,4839,0,1,1,4232,12.17414933837429,481.2778827977316,0.019139886578449904,0.5862476370510397,1.143431001890359,25145.283950617282,8,0,9,0,150,0
116,8814,1975,969,350,41,0,1,0,3774,2.3354531001589827,0.523317435082141,0.25675675675675674,0.09273979862215156,0.01086380498145204,2.038183694530444,15,0,16,0,149,0
117,89789,287187,2650,3387,858,0,1,0,3671,24.459002996458732,78.23127213293381,0.7218741487333151,0.9226368836829202,0.23372378098610733,108.37245283018868,14,0,13,0,131,0
118,784,1641,169,573,13,0,1,0,4115,0.1905224787363305,0.3987849331713244,0.04106925880923451,0.13924665856622115,0.0031591737545565005,9.710059171597633,13,0,15,0,78,0
119,37882,151335,633,42,644,0,1,0,4376,8.656764168190128,34.58295246800731,0.1446526508226691,0.009597806215722121,0.14716636197440586,239.07582938388626,7,0,11,0,63,0
120,5015,2581451,6,1,8187,0,1,1,4842,1.0357290375877737,533.1373399421726,0.0012391573729863693,0.00020652622883106156,1.690830235439901,430241.8333333333,12,0,8,0,132,0
121,11132,902539,2262,147,986,0,1,0,4407,2.5259813932380304,204.79668708872248,0.5132743362831859,0.033356024506466984,0.22373496709779894,399.000442086649,9,0,9,0,153,0
122,18279,1085908,85,1312,1414,0,1,1,4313,4.238117319731046,251.77556225365174,0.019707859958265708,0.3041966148852307,0.32784604683514956,12775.388235294118,13,0,14,0,9,0
123,51545,1100417,1093,18334,1367,0,1,1,4012,12.847706879361914,274.28140578265203,0.27243270189431706,4.569790628115653,0.34072781655034895,1006.7859103385179,15,0,16,0,22,0
124,12189,166482,417,328,1475,1,1,1,4122,2.957059679767103,40.38864628820961,0.10116448326055313,0.07957302280446385,0.35783600194080545,399.23741007194246,13,4,4,0,140,0
125,148,114975,662,3541,220,0,1,1,4241,0.034897429851450126,27.110351332232963,0.15609526055175665,0.8349445885404386,0.051874557887290736,173.67824773413898,12,0,13,0,84,0
126,10454,4846448,14,25015,1036,0,1,1,4102,2.5485129205265724,1181.4841540711848,0.0034129692832764505,6.098244758654315,0.2525597269624573,346174.85714285716,9,0,17,0,113,0
127,14313,3189,680,10369,218,0,1,0,3528,4.056972789115647,0.9039115646258503,0.1927437641723356,2.9390589569161,0.06179138321995465,4.689705882352941,11,0,18,0,160,0
128,9428,1576875,411,1299,4990,0,1,1,4108,2.2950340798442066,383.8546738072055,0.10004868549172347,0.31621226874391434,1.2147030185004868,3836.6788321167883,13,0,14,0,49,0
129,289,560000,346,934,244,0,0,1,4037,0.0715878127322269,138.71686896210056,0.08570720832301214,0.23135992073321773,0.06044092147634382,1618.4971098265896,13,0,14,0,117,0
130,4073,4924266,89,366,6617,0,1,1,4295,0.9483119906868451,1146.511292200233,0.020721769499417928,0.08521536670547147,1.5406286379511058,55328.831460674155,14,0,15,0,103,0
131,13775,142522,708,1789,135,0,1,0,3005,4.584026622296173,47.42828618968386,0.23560732113144758,0.5953410981697171,0.04492512479201331,201.30225988700565,13,0,16,0,106,0
132,8962,41216,201,430,297,1,1,1,4214,2.12672045562411,9.780730897009967,0.04769814902705268,0.10204081632653061,0.07047935453251068,205.0547263681592,12,0,13,0,93,0
133,124323,128246,75805,105752,524,0,1,0,4462,27.862617660242044,28.741819811743614,16.989018377409234,23.700582698341552,0.11743612729717616,1.6917881406239694,11,0,17,0,140,0
134,6644,132807,405,33,748,0,1,0,4016,1.654382470119522,33.069472111553786,0.10084661354581673,0.008217131474103585,0.18625498007968128,327.9185185185185,14,0,14,0,48,0
135,1570,1308943,174,215,812,0,0,1,3508,0.4475484606613455,373.13084378563286,0.049600912200684154,0.0612884834663626,0.2314709236031927,7522.66091954023,15,2,14,0,130,0
136,28928,313002,254541,261,875,0,1,0,3766,7.681359532660648,83.1125862984599,67.58921933085502,0.06930430164630907,0.23234200743494424,1.2296722335498014,8,0,20,0,156,0
137,4412,2678207,580,1801,5586,0,1,1,3983,1.1077077579713783,672.4094903339192,0.14561888024102435,0.45217172985187043,1.4024604569420036,4617.598275862069,7,1,15,0,59,0
138,31845,1157171,438,2021,2574,0,1,1,3822,8.332025117739404,302.76582940868656,0.11459968602825746,0.5287807430664574,0.673469387755102,2641.942922374429,13,4,10,0,116,0
139,13130,861052,86,12,7133,0,0,1,4974,2.6397265782066746,173.11057498994774,0.017289907519099316,0.0024125452352231603,1.4340570969039004,10012.232558139534,10,0,11,0,160,0
140,17605,26116,189,407,157,0,1,1,4414,3.988445854100589,5.916628908019937,0.042818305391934756,0.09220661531490712,0.03556864521975532,138.17989417989418,13,0,12,0,34,0
141,461,23226,6511,10345,47,0,1,1,3987,0.11562578379734136,5.82543265613243,1.6330574366691748,2.594682718836218,0.011788312014045649,3.567193979419444,12,0,5,0,106,0
142,7766,2677041,1243,1513,5000,0,1,1,4287,1.8115232097037555,624.4555633310007,0.2899463494285048,0.3529274550968043,1.166316771635176,2153.6934835076427,11,0,12,0,94,0
143,2437,3018698,265,571,13972,1,1,1,3601,0.6767564565398501,838.2943626770342,0.0735906692585393,0.15856706470424883,3.8800333240766456,11391.31320754717,6,0,15,0,0,0
144,579,604318,431,890,1150,0,1,1,3641,0.15902224663553968,165.97583081570997,0.11837407305685252,0.24443834111507828,0.31584729469925843,1402.1299303944315,12,2,11,0,32,0
145,2545,1314,1569,1,67,0,1,0,4227,0.6020818547433168,0.3108587650816182,0.3711852377572747,0.0002365744026496333,0.01585048497752543,0.8374760994263862,10,1,10,0,157,0
146,3083,649496,315,119,613,1,1,1,3590,0.8587743732590529,180.91810584958216,0.08774373259052924,0.03314763231197772,0.17075208913649026,2061.8920634920637,15,2,14,0,147,0
147,172,12993,36,2,209,1,1,0,3528,0.048752834467120185,3.682823129251701,0.01020408163265306,0.0005668934240362812,0.05924036281179138,360.9166666666667,15,0,14,0,138,0
148,43972,1234654,753,94,1599,0,1,0,4373,10.055339583809742,282.33569631831693,0.17219300251543562,0.02149554081865996,0.36565286988337525,1639.6467463479416,14,0,15,0,75,0
149,18449,1849270,1441,14415,2525,0,1,1,3903,4.726876761465539,473.8073276966436,0.3692031770433,3.6933128362797847,0.646938252626185,1283.324080499653,11,0,16,0,95,0
150,26047,107657,1394,204,171,0,1,0,4311,6.041985618186036,24.9726281605196,0.32335884945488286,0.04732080723729993,0.03966597077244259,77.22883787661407,12,0,13,0,141,0
151,2261,7104195,320,1108,19846,0,1,1,4280,0.5282710280373831,1659.858644859813,0.07476635514018691,0.2588785046728972,4.636915887850467,22200.609375,14,2,13,0,64,0
152,2454,998828,269,109,656,1,1,1,3957,0.620166793025019,252.42052059641142,0.06798079353045236,0.027546120798584785,0.16578215820065706,3713.1152416356877,11,0,13,0,27,0
153,8154,1230553,319,2491,5613,0,1,1,4417,1.846049354765678,278.59474756622143,0.07222096445551279,0.5639574371745528,1.2707720172062487,3857.5329153605016,13,0,14,0,75,0
154,23603,792954,11869,11099,1063,0,0,0,3807,6.199894930391384,208.2884160756501,3.117677961649593,2.915418965064355,0.27922248489624374,66.80882972449237,8,0,9,0,105,0
